donor_id,last_donation_date,frequency,monetary,recency,average_donation,donation_frequency_band
101713,2016-08-01,5,679.16,112,135.83,Regular
101714,2016-11-16,5,103.71,5,20.74,Regular
101715,2016-07-31,8,469.78,113,58.72,Regular
101716,2016-07-14,5,191.76,130,38.35,Regular
101717,2016-09-28,10,578.84,54,57.88,Regular
101718,2016-06-18,3,73.41,156,24.47,Occasional
101719,2016-01-23,5,164.73,303,32.95,Regular
101720,2016-11-03,6,208.84,18,34.81,Regular
101721,2016-05-23,5,167.4,182,33.48,Regular
101722,2015-12-14,6,142.11,343,23.68,Regular
101723,2015-02-26,4,108.83,634,27.21,Regular
101724,2016-07-01,3,154.74,143,51.58,Occasional
101725,2016-07-20,8,301.82,124,37.73,Regular
101726,2016-04-26,4,95.45,209,23.86,Regular
101727,2015-11-18,7,324.12,369,46.3,Regular
101728,2015-12-12,5,353.75,345,70.75,Regular
101729,2016-09-26,6,161.97,56,27.0,Regular
101730,2016-08-22,8,379.07,91,47.38,Regular
101731,2016-09-02,3,39.06,80,13.02,Occasional
101732,2015-09-20,5,143.4,428,28.68,Regular
101733,2016-10-01,6,233.51,51,38.92,Regular
101734,2016-02-12,4,110.27,283,27.57,Regular
101735,2016-07-17,5,191.25,127,38.25,Regular
101736,2015-07-30,3,105.77,480,35.26,Occasional
101737,2015-02-07,5,251.4,653,50.28,Regular
101738,2016-09-03,7,244.67,79,34.95,Regular
101739,2016-08-16,4,232.31,97,58.08,Regular
101740,2016-07-25,3,144.27,119,48.09,Occasional
101741,2016-06-17,8,208.61,157,26.08,Regular
101742,2015-11-09,6,942.11,378,157.02,Regular
101743,2016-06-22,10,331.73,152,33.17,Regular
101744,2016-11-11,11,433.11,10,39.37,Frequent
101745,2016-08-02,8,221.32,111,27.66,Regular
101746,2016-10-20,7,436.84,32,62.41,Regular
101747,2014-09-17,2,126.45,796,63.22,Occasional
101748,2016-09-17,8,372.44,65,46.56,Regular
101749,2016-11-08,7,221.88,13,31.7,Regular
101750,2016-05-31,9,321.54,174,35.73,Regular
101751,2016-10-24,10,214.37,28,21.44,Regular
101752,2016-08-23,6,317.56,90,52.93,Regular
101753,2016-05-30,5,261.06,175,52.21,Regular
101754,2016-11-04,6,159.4,17,26.57,Regular
101755,2016-09-03,8,321.94,79,40.24,Regular
101756,2016-09-12,10,500.08,70,50.01,Regular
101757,2014-11-11,3,88.64,741,29.55,Occasional
101758,2016-09-03,5,127.16,79,25.43,Regular
101759,2016-02-18,4,86.75,277,21.69,Regular
101760,2016-09-05,11,457.15,77,41.56,Frequent
101761,2016-03-23,5,228.99,243,45.8,Regular
101762,2016-06-06,5,102.42,168,20.48,Regular
101763,2016-08-17,6,173.76,96,28.96,Regular
101764,2016-09-06,5,126.61,76,25.32,Regular
101765,2016-02-08,7,242.27,287,34.61,Regular
101766,2016-05-08,7,276.71,197,39.53,Regular
101767,2016-10-06,10,332.15,46,33.21,Regular
101768,2016-06-16,7,162.79,158,23.26,Regular
101769,2016-05-21,7,264.68,184,37.81,Regular
101770,2016-11-08,9,211.92,13,23.55,Regular
101771,2016-11-13,9,159.09,8,17.68,Regular
101772,2016-09-21,5,203.91,61,40.78,Regular
101773,2014-04-27,1,36.67,939,36.67,One-time
101774,2016-05-06,6,207.5,199,34.58,Regular
101775,2016-03-16,3,125.51,250,41.84,Occasional
101776,2015-09-13,4,328.97,435,82.24,Regular
101777,2016-04-29,8,300.97,206,37.62,Regular
101778,2016-11-10,12,446.17,11,37.18,Frequent
101779,2016-09-24,7,305.64,58,43.66,Regular
101780,2016-10-23,7,263.61,29,37.66,Regular
101781,2015-11-30,9,234.8,357,26.09,Regular
101782,2016-07-11,10,556.6,133,55.66,Regular
101783,2015-09-24,3,154.48,424,51.49,Occasional
101784,2016-10-07,5,103.02,45,20.6,Regular
101785,2016-01-30,2,159.83,296,79.92,Occasional
101786,2015-12-16,4,192.74,341,48.18,Regular
101787,2015-11-30,4,76.92,357,19.23,Regular
101788,2016-08-09,8,574.65,104,71.83,Regular
101789,2016-09-12,6,158.36,70,26.39,Regular
101790,2016-06-29,5,286.22,145,57.24,Regular
101791,2016-06-12,8,254.75,162,31.84,Regular
101792,2016-10-09,8,295.22,43,36.9,Regular
101793,2016-04-21,7,178.85,214,25.55,Regular
101794,2016-10-14,5,222.33,38,44.47,Regular
101795,2016-07-14,9,532.52,130,59.17,Regular
101796,2016-10-13,6,209.09,39,34.85,Regular
101797,2016-08-04,4,165.45,109,41.36,Regular
101798,2016-08-19,8,191.25,94,23.91,Regular
101799,2016-05-04,4,190.32,201,47.58,Regular
101800,2016-11-18,6,175.8,3,29.3,Regular
101801,2016-08-20,7,270.61,93,38.66,Regular
101802,2016-08-17,7,373.51,96,53.36,Regular
101803,2016-05-22,8,200.04,183,25.0,Regular
101804,2016-05-19,9,259.28,186,28.81,Regular
101805,2016-05-16,4,152.23,189,38.06,Regular
101806,2015-10-31,3,76.58,387,25.53,Occasional
101807,2016-09-21,7,177.42,61,25.35,Regular
101808,2016-11-08,6,179.12,13,29.85,Regular
101809,2015-08-13,4,159.75,466,39.94,Regular
101810,2016-04-24,6,237.52,211,39.59,Regular
101811,2016-11-18,10,377.07,3,37.71,Regular
101812,2016-06-29,3,97.4,145,32.47,Occasional
101813,2016-03-06,6,181.75,260,30.29,Regular
101814,2016-08-25,9,269.86,88,29.98,Regular
101815,2016-10-26,4,59.83,26,14.96,Regular
101816,2016-11-06,5,110.01,15,22.0,Regular
101817,2016-03-07,5,151.65,259,30.33,Regular
101818,2016-09-17,3,81.41,65,27.14,Occasional
101819,2016-11-17,7,331.47,4,47.35,Regular
101820,2016-08-22,3,64.54,91,21.51,Occasional
101821,2015-11-28,2,34.69,359,17.34,Occasional
101822,2015-02-08,3,135.65,652,45.22,Occasional
101823,2016-07-04,3,193.08,140,64.36,Occasional
101824,2016-11-15,8,314.13,6,39.27,Regular
101825,2016-11-16,6,212.96,5,35.49,Regular
101826,2016-02-27,3,80.87,268,26.96,Occasional
101827,2016-08-26,6,179.51,87,29.92,Regular
101828,2016-01-07,3,48.38,319,16.13,Occasional
101829,2016-11-18,8,255.87,3,31.98,Regular
101830,2016-07-25,3,72.73,119,24.24,Occasional
101831,2016-02-09,7,214.07,286,30.58,Regular
101832,2016-11-19,11,485.38,2,44.13,Frequent
101833,2016-04-22,6,211.56,213,35.26,Regular
101834,2016-04-15,5,200.4,220,40.08,Regular
101835,2016-02-14,3,122.39,281,40.8,Occasional
101836,2016-10-24,6,154.82,28,25.8,Regular
101837,2016-06-19,6,292.7,155,48.78,Regular
101838,2016-09-09,3,97.62,73,32.54,Occasional
101839,2016-11-14,4,129.26,7,32.32,Regular
101840,2016-07-15,6,204.24,129,34.04,Regular
101841,2016-10-05,4,193.5,47,48.38,Regular
101842,2016-06-12,8,205.05,162,25.63,Regular
101843,2015-07-17,4,96.66,493,24.16,Regular
101844,2016-07-19,3,135.92,125,45.31,Occasional
101845,2016-05-01,7,231.67,204,33.1,Regular
101846,2015-09-28,2,93.89,420,46.94,Occasional
101847,2016-09-05,6,273.43,77,45.57,Regular
101848,2016-01-07,3,89.03,319,29.68,Occasional
101849,2016-05-31,7,246.87,174,35.27,Regular
101850,2016-09-10,5,227.93,72,45.59,Regular
101851,2016-05-16,7,212.55,189,30.36,Regular
101852,2016-06-29,5,108.78,145,21.76,Regular
101853,2016-09-24,5,189.83,58,37.97,Regular
101854,2016-09-01,8,207.99,81,26.0,Regular
101855,2016-03-07,3,114.39,259,38.13,Occasional
101856,2016-05-10,7,264.82,195,37.83,Regular
101857,2016-07-21,8,280.6,123,35.08,Regular
101858,2016-06-02,3,227.7,172,75.9,Occasional
101859,2016-10-21,7,222.76,31,31.82,Regular
101860,2016-04-14,8,262.43,221,32.8,Regular
101861,2016-11-15,10,608.74,6,60.87,Regular
101862,2016-08-28,4,113.78,85,28.44,Regular
101863,2016-05-01,8,195.16,204,24.4,Regular
101864,2016-10-27,8,324.17,25,40.52,Regular
101865,2015-09-13,4,78.45,435,19.61,Regular
101866,2016-10-11,5,513.17,41,102.63,Regular
101867,2015-12-12,2,81.13,345,40.56,Occasional
101868,2016-11-10,10,455.46,11,45.55,Regular
101869,2016-08-19,4,179.69,94,44.92,Regular
101870,2016-07-21,7,235.44,123,33.63,Regular
101871,2016-05-13,7,193.19,192,27.6,Regular
101872,2016-10-20,7,214.7,32,30.67,Regular
101873,2016-08-18,7,200.53,95,28.65,Regular
101874,2016-07-22,4,70.54,122,17.64,Regular
101875,2016-06-30,4,126.65,144,31.66,Regular
101876,2015-10-24,6,190.43,394,31.74,Regular
101877,2016-03-16,4,222.01,250,55.5,Regular
101878,2016-10-02,9,287.08,50,31.9,Regular
101879,2016-09-01,4,76.69,81,19.17,Regular
101880,2016-08-25,6,142.34,88,23.72,Regular
101881,2014-03-25,1,13.35,972,13.35,One-time
101882,2016-07-29,8,153.06,115,19.13,Regular
101883,2016-09-08,9,324.52,74,36.06,Regular
101884,2016-05-22,4,60.58,183,15.14,Regular
101885,2016-10-08,9,574.18,44,63.8,Regular
101886,2016-01-24,5,166.25,302,33.25,Regular
101887,2016-09-09,6,307.61,73,51.27,Regular
101888,2016-11-08,7,220.8,13,31.54,Regular
101889,2016-06-08,5,204.72,166,40.94,Regular
101890,2016-06-08,5,140.9,166,28.18,Regular
101891,2015-12-08,4,106.6,349,26.65,Regular
101892,2016-06-27,4,94.42,147,23.6,Regular
101893,2016-07-31,4,112.56,113,28.14,Regular
101894,2016-10-01,9,339.73,51,37.75,Regular
101895,2016-05-12,5,200.32,193,40.06,Regular
101896,2016-03-09,8,270.0,257,33.75,Regular
101897,2016-04-04,6,203.6,231,33.93,Regular
101898,2016-11-17,4,84.5,4,21.12,Regular
101899,2016-07-01,4,120.48,143,30.12,Regular
101900,2016-04-15,5,141.37,220,28.27,Regular
101901,2016-06-14,2,59.57,160,29.78,Occasional
101902,2016-08-18,7,144.21,95,20.6,Regular
101903,2015-04-29,2,41.14,572,20.57,Occasional
101904,2016-10-12,4,117.24,40,29.31,Regular
101905,2016-11-04,3,40.44,17,13.48,Occasional
101906,2016-07-01,4,160.01,143,40.0,Regular
101907,2016-04-27,7,255.75,208,36.54,Regular
101908,2016-08-18,9,435.69,95,48.41,Regular
101909,2016-02-11,7,274.43,284,39.2,Regular
101910,2016-09-10,6,123.0,72,20.5,Regular
101911,2016-08-24,9,256.61,89,28.51,Regular
101912,2016-10-19,6,162.04,33,27.01,Regular
101913,2016-03-09,3,91.28,257,30.43,Occasional
101914,2016-07-16,6,261.65,128,43.61,Regular
101915,2016-11-14,9,332.07,7,36.9,Regular
101916,2016-06-19,5,175.61,155,35.12,Regular
101917,2015-01-23,1,48.58,668,48.58,One-time
101918,2016-07-28,4,156.75,116,39.19,Regular
101919,2014-09-03,1,11.45,810,11.45,One-time
101920,2016-11-02,7,250.66,19,35.81,Regular
101921,2016-04-14,4,218.93,221,54.73,Regular
101922,2016-06-16,5,129.3,158,25.86,Regular
101923,2016-07-11,11,523.39,133,47.58,Frequent
101924,2016-09-01,5,115.5,81,23.1,Regular
101925,2016-11-15,9,324.07,6,36.01,Regular
101926,2016-08-16,4,83.32,97,20.83,Regular
101927,2016-07-30,6,113.49,114,18.92,Regular
101928,2016-04-10,6,264.93,225,44.16,Regular
101929,2016-09-15,5,139.17,67,27.83,Regular
101930,2016-09-21,5,231.5,61,46.3,Regular
101931,2015-08-14,5,140.66,465,28.13,Regular
101932,2016-07-29,7,243.47,115,34.78,Regular
101933,2015-12-10,3,75.3,347,25.1,Occasional
101934,2016-05-21,7,246.29,184,35.18,Regular
101935,2016-10-08,4,140.02,44,35.01,Regular
101936,2016-10-09,4,100.34,43,25.08,Regular
101937,2016-03-07,6,155.59,259,25.93,Regular
101938,2015-10-14,4,157.15,404,39.29,Regular
101939,2015-10-11,4,143.18,407,35.8,Regular
101940,2016-09-13,9,348.52,69,38.72,Regular
101941,2016-07-18,7,212.98,126,30.43,Regular
101942,2016-08-21,7,255.45,92,36.49,Regular
101943,2014-01-29,1,54.45,1027,54.45,One-time
101944,2016-10-15,10,615.16,37,61.52,Regular
101945,2015-07-25,4,194.61,485,48.65,Regular
101946,2015-05-30,2,36.25,541,18.12,Occasional
101947,2016-07-01,4,165.63,143,41.41,Regular
101948,2016-01-16,4,65.29,310,16.32,Regular
101949,2016-04-11,7,198.08,224,28.3,Regular
101950,2016-08-14,4,108.26,99,27.06,Regular
101951,2016-03-17,5,126.06,249,25.21,Regular
101952,2016-06-30,6,337.07,144,56.18,Regular
101953,2016-09-18,6,500.0,64,83.33,Regular
101954,2016-10-22,8,199.56,30,24.94,Regular
101955,2016-10-03,7,208.7,49,29.81,Regular
101956,2016-06-17,6,350.99,157,58.5,Regular
101957,2016-07-26,6,168.59,118,28.1,Regular
101958,2016-10-18,6,255.1,34,42.52,Regular
101959,2016-11-07,6,165.76,14,27.63,Regular
101960,2016-07-27,7,194.59,117,27.8,Regular
101961,2016-06-11,6,201.71,163,33.62,Regular
101962,2016-08-04,8,262.69,109,32.84,Regular
101963,2016-10-16,11,589.98,36,53.63,Frequent
101964,2016-07-23,5,134.47,121,26.89,Regular
101965,2016-08-27,5,202.07,86,40.41,Regular
101966,2016-07-17,4,111.24,127,27.81,Regular
101967,2016-06-12,7,257.45,162,36.78,Regular
101968,2016-11-17,6,319.54,4,53.26,Regular
101969,2016-08-08,8,286.02,105,35.75,Regular
101970,2016-10-19,7,197.39,33,28.2,Regular
101971,2016-06-28,7,286.42,146,40.92,Regular
101972,2016-03-17,7,332.18,249,47.45,Regular
101973,2016-06-15,6,232.77,159,38.8,Regular
101974,2016-10-06,8,534.23,46,66.78,Regular
101975,2016-04-14,8,343.68,221,42.96,Regular
101976,2016-04-23,7,194.27,212,27.75,Regular
101977,2016-03-03,5,177.13,263,35.43,Regular
101978,2016-06-21,5,217.13,153,43.43,Regular
101979,2015-10-02,2,105.75,416,52.88,Occasional
101980,2016-08-03,2,37.36,110,18.68,Occasional
101981,2016-02-09,7,297.36,286,42.48,Regular
101982,2016-10-17,6,237.37,35,39.56,Regular
101983,2016-06-15,4,224.63,159,56.16,Regular
101984,2016-09-02,4,97.42,80,24.36,Regular
101985,2016-08-01,7,223.0,112,31.86,Regular
101986,2016-06-29,8,530.07,145,66.26,Regular
101987,2016-06-18,6,228.78,156,38.13,Regular
101988,2016-11-16,9,212.2,5,23.58,Regular
101989,2016-09-03,5,122.12,79,24.42,Regular
101990,2016-09-30,5,130.0,52,26.0,Regular
101991,2016-01-25,4,92.47,301,23.12,Regular
101992,2016-06-10,3,61.27,164,20.42,Occasional
101993,2016-07-11,5,186.92,133,37.38,Regular
101994,2016-11-16,6,277.97,5,46.33,Regular
101995,2016-08-26,11,291.85,87,26.53,Frequent
101996,2015-12-11,2,24.83,346,12.42,Occasional
101997,2016-01-08,5,217.44,318,43.49,Regular
101998,2015-10-13,3,72.03,405,24.01,Occasional
101999,2016-07-17,6,232.26,127,38.71,Regular
102000,2016-01-23,5,301.34,303,60.27,Regular
102001,2016-04-16,4,86.59,219,21.65,Regular
102002,2016-09-04,7,285.62,78,40.8,Regular
102003,2016-07-26,8,338.6,118,42.32,Regular
102004,2016-09-17,6,234.36,65,39.06,Regular
102005,2016-09-07,6,191.86,75,31.98,Regular
102006,2015-10-14,4,269.46,404,67.37,Regular
102007,2016-11-13,5,195.73,8,39.15,Regular
102008,2016-01-08,3,51.42,318,17.14,Occasional
102009,2016-09-29,7,199.39,53,28.48,Regular
102010,2016-11-20,15,709.84,1,47.32,Frequent
102011,2016-07-24,4,238.87,120,59.72,Regular
102012,2016-08-23,4,83.41,90,20.85,Regular
102013,2016-09-07,9,469.28,75,52.14,Regular
102014,2015-12-05,5,211.79,352,42.36,Regular
102015,2016-09-25,7,360.01,57,51.43,Regular
102016,2016-02-05,3,57.9,290,19.3,Occasional
102017,2016-06-20,6,201.88,154,33.65,Regular
102018,2016-08-23,10,410.63,90,41.06,Regular
102019,2015-12-11,8,339.03,346,42.38,Regular
102020,2015-10-08,5,224.28,410,44.86,Regular
102021,2016-04-14,7,150.31,221,21.47,Regular
102022,2016-09-14,3,60.08,68,20.03,Occasional
102023,2015-09-20,3,40.37,428,13.46,Occasional
102024,2016-04-26,7,158.49,209,22.64,Regular
102025,2016-11-01,5,237.05,20,47.41,Regular
102026,2016-05-28,4,171.23,177,42.81,Regular
102027,2016-04-21,7,147.59,214,21.08,Regular
102028,2016-02-26,6,121.19,269,20.2,Regular
102029,2016-02-14,5,123.54,281,24.71,Regular
102030,2015-12-26,6,291.18,331,48.53,Regular
102031,2016-10-23,5,261.5,29,52.3,Regular
102032,2016-10-01,9,369.89,51,41.1,Regular
102033,2016-09-09,9,427.08,73,47.45,Regular
102034,2016-01-22,5,246.47,304,49.29,Regular
102035,2016-09-10,5,126.91,72,25.38,Regular
102036,2016-10-13,8,239.8,39,29.98,Regular
102037,2016-08-24,5,185.9,89,37.18,Regular
102038,2016-06-07,8,280.49,167,35.06,Regular
102039,2016-09-03,11,382.53,79,34.78,Frequent
102040,2016-08-08,9,339.35,105,37.71,Regular
102041,2014-08-01,3,107.46,843,35.82,Occasional
102042,2016-11-13,4,104.28,8,26.07,Regular
102043,2015-08-11,3,128.64,468,42.88,Occasional
102044,2016-04-23,5,212.56,212,42.51,Regular
102045,2016-01-31,7,348.79,295,49.83,Regular
102046,2016-11-18,9,320.71,3,35.63,Regular
102047,2016-07-02,6,243.06,142,40.51,Regular
102048,2016-09-11,4,115.83,71,28.96,Regular
102049,2016-09-10,8,302.31,72,37.79,Regular
102050,2015-10-02,9,171.6,416,19.07,Regular
102051,2016-01-30,3,50.35,296,16.78,Occasional
102052,2015-04-23,6,231.5,578,38.58,Regular
102053,2016-08-26,5,94.39,87,18.88,Regular
102054,2016-09-06,5,149.71,76,29.94,Regular
102055,2016-10-11,6,355.25,41,59.21,Regular
102056,2016-11-19,4,81.77,2,20.44,Regular
102057,2016-03-18,7,221.69,248,31.67,Regular
102058,2016-05-01,5,155.52,204,31.1,Regular
102059,2016-10-14,7,162.63,38,23.23,Regular
102060,2016-11-14,8,298.14,7,37.27,Regular
102061,2016-06-25,9,210.79,149,23.42,Regular
102062,2016-07-21,6,172.1,123,28.68,Regular
102063,2016-10-23,5,109.33,29,21.87,Regular
102064,2016-11-08,5,118.0,13,23.6,Regular
102065,2016-02-11,5,298.11,284,59.62,Regular
102066,2016-11-07,5,130.28,14,26.06,Regular
102067,2016-04-06,7,284.04,229,40.58,Regular
102068,2016-09-15,9,300.35,67,33.37,Regular
102069,2016-03-21,8,426.97,245,53.37,Regular
102070,2016-10-20,8,248.65,32,31.08,Regular
102071,2016-07-22,5,358.12,122,71.62,Regular
102072,2016-05-21,7,267.19,184,38.17,Regular
102073,2016-08-15,5,177.57,98,35.51,Regular
102074,2016-08-22,6,371.27,91,61.88,Regular
102075,2016-11-02,10,322.08,19,32.21,Regular
102076,2016-09-22,9,246.6,60,27.4,Regular
102077,2016-09-17,2,82.3,65,41.15,Occasional
102078,2016-11-08,4,160.65,13,40.16,Regular
102079,2016-08-10,6,213.54,103,35.59,Regular
102080,2016-08-20,9,401.74,93,44.64,Regular
102081,2016-04-04,5,163.39,231,32.68,Regular
102082,2016-08-18,10,261.37,95,26.14,Regular
102083,2016-03-23,5,214.26,243,42.85,Regular
102084,2016-10-01,7,381.68,51,54.53,Regular
102085,2016-10-16,4,133.37,36,33.34,Regular
102086,2016-02-28,6,208.08,267,34.68,Regular
102087,2016-04-25,5,188.34,210,37.67,Regular
102088,2016-01-20,11,524.32,306,47.67,Frequent
102089,2016-09-23,7,220.44,59,31.49,Regular
102090,2016-07-03,4,155.72,141,38.93,Regular
102091,2016-04-27,4,82.21,208,20.55,Regular
102092,2016-07-02,7,604.82,142,86.4,Regular
102093,2016-11-10,6,231.63,11,38.6,Regular
102094,2016-07-19,7,157.76,125,22.54,Regular
102095,2016-10-14,8,231.67,38,28.96,Regular
102096,2016-11-04,2,121.48,17,60.74,Occasional
102097,2016-09-26,7,249.95,56,35.71,Regular
102098,2016-08-29,11,600.31,84,54.57,Frequent
102099,2016-11-10,3,162.36,11,54.12,Occasional
102100,2016-08-30,6,226.28,83,37.71,Regular
102101,2016-09-21,4,140.19,61,35.05,Regular
102102,2016-07-06,3,115.94,138,38.65,Occasional
102103,2015-12-24,10,269.41,333,26.94,Regular
102104,2016-08-07,4,87.27,106,21.82,Regular
102105,2016-09-19,6,290.23,63,48.37,Regular
102106,2016-05-30,4,157.35,175,39.34,Regular
102107,2016-03-26,7,372.23,240,53.18,Regular
102108,2015-08-04,6,259.99,475,43.33,Regular
102109,2016-11-10,9,393.12,11,43.68,Regular
102110,2015-09-15,5,139.13,433,27.83,Regular
102111,2016-08-04,7,272.43,109,38.92,Regular
102112,2016-07-09,3,48.53,135,16.18,Occasional
102113,2016-09-11,2,25.42,71,12.71,Occasional
102114,2016-09-27,5,226.88,55,45.38,Regular
102115,2015-04-26,8,240.91,575,30.11,Regular
102116,2016-04-07,5,121.31,228,24.26,Regular
102117,2016-05-11,2,43.28,194,21.64,Occasional
102118,2016-10-17,13,486.02,35,37.39,Frequent
102119,2016-07-07,4,60.0,137,15.0,Regular
102120,2016-09-09,3,113.7,73,37.9,Occasional
102121,2016-04-22,8,514.28,213,64.28,Regular
102122,2015-08-26,2,92.4,453,46.2,Occasional
102123,2015-12-28,3,94.16,329,31.39,Occasional
102124,2016-10-23,5,173.02,29,34.6,Regular
102125,2015-09-20,6,206.63,428,34.44,Regular
102126,2016-01-05,3,88.62,321,29.54,Occasional
102127,2015-10-29,7,229.03,389,32.72,Regular
102128,2016-10-07,9,491.11,45,54.57,Regular
102129,2016-09-04,10,425.47,78,42.55,Regular
102130,2016-05-23,7,419.7,182,59.96,Regular
102131,2016-10-17,3,130.38,35,43.46,Occasional
102132,2016-09-25,4,130.31,57,32.58,Regular
102133,2016-11-13,8,179.61,8,22.45,Regular
102134,2016-06-29,7,189.07,145,27.01,Regular
102135,2016-10-31,5,224.21,21,44.84,Regular
102136,2016-08-09,9,273.5,104,30.39,Regular
102137,2016-09-30,11,278.39,52,25.31,Frequent
102138,2016-11-01,10,665.94,20,66.59,Regular
102139,2016-09-22,7,212.72,60,30.39,Regular
102140,2016-04-29,4,115.94,206,28.98,Regular
102141,2016-04-28,5,199.22,207,39.84,Regular
102142,2016-07-01,4,286.96,143,71.74,Regular
102143,2016-06-06,7,310.78,168,44.4,Regular
102144,2016-08-13,9,243.68,100,27.08,Regular
102145,2016-07-31,8,333.61,113,41.7,Regular
102146,2016-09-26,8,146.82,56,18.35,Regular
102147,2016-10-25,7,170.36,27,24.34,Regular
102148,2014-12-30,4,84.18,692,21.04,Regular
102149,2015-11-10,5,198.5,377,39.7,Regular
102150,2016-08-15,4,165.11,98,41.28,Regular
102151,2016-06-10,4,109.06,164,27.26,Regular
102152,2016-07-05,5,153.19,139,30.64,Regular
102153,2016-10-06,12,439.18,46,36.6,Frequent
102154,2016-04-14,7,193.69,221,27.67,Regular
102155,2016-06-12,3,229.55,162,76.52,Occasional
102156,2015-11-17,7,229.42,370,32.77,Regular
102157,2015-09-25,5,154.21,423,30.84,Regular
102158,2016-10-30,6,159.3,22,26.55,Regular
102159,2015-11-29,2,76.28,358,38.14,Occasional
102160,2016-01-11,7,235.93,315,33.7,Regular
102161,2016-09-24,8,235.1,58,29.39,Regular
102162,2015-10-19,4,170.2,399,42.55,Regular
102163,2016-08-03,6,198.28,110,33.05,Regular
102164,2016-03-07,5,162.22,259,32.44,Regular
102165,2016-08-19,2,57.62,94,28.81,Occasional
102166,2016-01-23,3,85.84,303,28.61,Occasional
102167,2015-04-10,4,105.19,591,26.3,Regular
102168,2015-11-27,5,321.18,360,64.24,Regular
102169,2016-06-29,7,384.65,145,54.95,Regular
102170,2016-05-28,3,99.92,177,33.31,Occasional
102171,2016-11-05,10,331.51,16,33.15,Regular
102172,2016-07-21,4,105.57,123,26.39,Regular
102173,2016-11-13,5,265.07,8,53.01,Regular
102174,2016-11-04,3,149.0,17,49.67,Occasional
102175,2016-07-21,8,348.81,123,43.6,Regular
102176,2015-12-17,9,270.26,340,30.03,Regular
102177,2016-03-19,8,214.98,247,26.87,Regular
102178,2016-06-20,5,194.87,154,38.97,Regular
102179,2016-09-22,7,206.78,60,29.54,Regular
102180,2016-09-07,4,91.5,75,22.88,Regular
102181,2014-11-11,3,56.63,741,18.88,Occasional
102182,2016-08-14,8,217.64,99,27.2,Regular
102183,2015-03-07,5,159.55,625,31.91,Regular
102184,2016-10-27,8,245.21,25,30.65,Regular
102185,2016-07-06,5,100.03,138,20.01,Regular
102186,2016-10-14,8,282.46,38,35.31,Regular
